# ===== O1 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O1  7523.000000  7387.000000  1138.995350  0.497861  0.502139  58.018544  55.054988  0.009047  19520.000000  -0.000572
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  Data                                                Data         7420.000000     7490.000000       86.139422       86.544786
  ST_s-channel_4f_leptonDecays                        Bkg             0.308283       -0.051624        0.150065        0.119545
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             0.587100        0.285541        0.198410        0.142306
  ST_t-channel_top_4f_InclusiveDecays                 Bkg             1.008365        0.457386        0.231911        0.176743
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg           133.387631      131.068784        3.968000        3.923410
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           124.875444      134.432346        3.764203        3.901743
  TTWJetsToLNu                                        Bkg             5.630181        5.594849        0.165344        0.165919
  TTWJetsToQQ                                         Bkg             4.710693        4.631904        0.692370        0.671679
  TTZToLLNuNu                                         Bkg             4.761369        4.972581        0.131483        0.133071
  TTZToQQ                                             Bkg             6.755919        6.807226        0.083210        0.083728
  TTbar_AllHadronic                                   Bkg             0.064831        0.000000        0.064831        0.000000
  TTbar_SemiLeptonic                                  Bkg            40.400810       41.818224        1.484685        1.513264
  TTbar_Signal                                        Signal       7868.466795     7857.240254       19.005126       18.985948
  WJetsToLNu                                          Bkg             0.000000        0.000000        0.000000        0.000000
  ZZ                                                  Bkg             3.058259        3.596634        0.901249        0.946339

# ===== O8 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O8  7437.000000  7473.000000  1138.995350  0.476108  0.523892  58.127056  54.940408  0.009047  19520.000000  -0.000077
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg            26.654574       12.202093       45.037823       39.842277
  DYJetsToLL_M_50                                     Bkg           184.967142      256.008805       36.278831       37.380262
  Data                                                Data         7437.000000     7473.000000       86.238043       86.446515
  ST_s-channel_4f_leptonDecays                        Bkg             0.054581        0.202078        0.149064        0.120791
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             0.499203        0.373438        0.168657        0.176557
  ST_t-channel_top_4f_InclusiveDecays                 Bkg             0.904922        0.560828        0.236568        0.170460
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg           133.798394      130.658021        3.981316        3.909897
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           128.271035      131.036756        3.806876        3.860118
  TTWJetsToLNu                                        Bkg             5.864025        5.361006        0.166541        0.164718
  TTWJetsToQQ                                         Bkg             5.390761        3.951835        0.697655        0.666188
  TTZToLLNuNu                                         Bkg             4.662935        5.071015        0.131277        0.133273
  TTZToQQ                                             Bkg             6.695816        6.867330        0.083501        0.083438
  TTbar_AllHadronic                                   Bkg             0.000000        0.064831        0.000000        0.064831
  TTbar_SemiLeptonic                                  Bkg            40.826733       41.392302        1.487601        1.510398
  TTbar_Signal                                        Signal       7862.249050     7863.457999       19.003981       18.987094
  WJetsToLNu                                          Bkg             0.000000        0.000000        0.000000        0.000000
  ZZ                                                  Bkg             3.694726        2.960167        0.997081        0.844770

# ===== O9 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O9  7455.000000  7455.000000  1138.995350  0.464828  0.535172  54.713749  58.340455  0.009047  19520.000000  -0.001387
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg           -35.437039       74.293705       40.050367       44.852878
  DYJetsToLL_M_50                                     Bkg           227.361804      213.614142       36.804910       36.862394
  Data                                                Data         7455.000000     7455.000000       86.342342       86.342342
  ST_s-channel_4f_leptonDecays                        Bkg             0.291888       -0.035229        0.165297        0.097404
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             0.564241        0.308399        0.192597        0.150081
  ST_t-channel_top_4f_InclusiveDecays                 Bkg             0.949866        0.515885        0.219100        0.192396
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg           137.979974      126.476441        4.040595        3.848605
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           132.375714      126.932076        3.877357        3.789317
  TTWJetsToLNu                                        Bkg             5.750589        5.474442        0.166752        0.164504
  TTWJetsToQQ                                         Bkg             4.341042        5.001554        0.660628        0.702922
  TTZToLLNuNu                                         Bkg             4.941431        4.792519        0.132541        0.132016
  TTZToQQ                                             Bkg             6.692034        6.871112        0.083231        0.083707
  TTbar_AllHadronic                                   Bkg             0.000000        0.064831        0.000000        0.064831
  TTbar_SemiLeptonic                                  Bkg            40.753779       41.465256        1.490396        1.507639
  TTbar_Signal                                        Signal       7851.945765     7873.761284       18.985657       19.005417
  WJetsToLNu                                          Bkg             0.000000        0.000000        0.000000        0.000000
  ZZ                                                  Bkg             2.871537        3.783356        0.882234        0.964090

# ===== O10 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O10  7494.000000  7416.000000  1138.995350  0.424212  0.575788  56.032585  57.074973  0.009047  19520.000000  -0.001642
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg           -16.565778       55.422445       41.848757       43.179788
  DYJetsToLL_M_50                                     Bkg           174.388303      266.587643       36.805478       36.861828
  Data                                                Data         7494.000000     7416.000000       86.567892       86.116201
  ST_s-channel_4f_leptonDecays                        Bkg             0.192570        0.064089        0.145651        0.124885
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             0.586965        0.285676        0.180885        0.164007
  ST_t-channel_top_4f_InclusiveDecays                 Bkg             0.784954        0.680797        0.212969        0.199162
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg           127.726269      136.730146        3.876848        4.013504
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           131.067291      128.240499        3.850303        3.816803
  TTWJetsToLNu                                        Bkg             5.715399        5.509631        0.165138        0.166125
  TTWJetsToQQ                                         Bkg             4.450402        4.892195        0.672360        0.691708
  TTZToLLNuNu                                         Bkg             4.863689        4.870260        0.132218        0.132340
  TTZToQQ                                             Bkg             6.572776        6.990369        0.083019        0.083918
  TTbar_AllHadronic                                   Bkg             0.064831        0.000000        0.064831        0.000000
  TTbar_SemiLeptonic                                  Bkg            39.494867       42.724167        1.466287        1.531098
  TTbar_Signal                                        Signal       7849.939363     7875.767686       18.982424       19.008645
  WJetsToLNu                                          Bkg             0.000000        0.000000        0.000000        0.000000
  ZZ                                                  Bkg             3.833383        2.821510        1.037777        0.794245

# ===== O11 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O11  7468.000000  7442.000000  1138.995350  0.543628  0.456372  55.073310  58.001152  0.009047  19520.000000  -0.001012
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg            15.542771       23.313896       39.658681       45.199575
  DYJetsToLL_M_50                                     Bkg           269.979840      170.996106       37.762924       35.880344
  Data                                                Data         7468.000000     7442.000000       86.417591       86.267027
  ST_s-channel_4f_leptonDecays                        Bkg             0.236565        0.020094        0.159262        0.106986
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             0.448617        0.424024        0.174333        0.170955
  ST_t-channel_top_4f_InclusiveDecays                 Bkg             0.882042        0.583709        0.221283        0.189881
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg           133.934757      130.521657        3.969642        3.921748
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           130.573335      128.734455        3.846056        3.821082
  TTWJetsToLNu                                        Bkg             5.722650        5.502381        0.165494        0.165770
  TTWJetsToQQ                                         Bkg             5.424421        3.918175        0.707777        0.655424
  TTZToLLNuNu                                         Bkg             5.016138        4.717812        0.133074        0.131479
  TTZToQQ                                             Bkg             6.816634        6.746511        0.083519        0.083420
  TTbar_AllHadronic                                   Bkg             0.000000        0.064831        0.000000        0.064831
  TTbar_SemiLeptonic                                  Bkg            41.604466       40.614568        1.517011        1.480856
  TTbar_Signal                                        Signal       7854.895326     7870.811723       18.988069       19.003007
  WJetsToLNu                                          Bkg             0.000000        0.000000        0.000000        0.000000
  ZZ                                                  Bkg             3.007686        3.647207        0.843062        0.998526

# ===== O12 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O12  7429.000000  7481.000000  1138.995350  0.577927  0.422073  57.628574  55.463056  0.009047  19520.000000  0.001465
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg            58.416840      -19.560173       43.908542       41.083482
  DYJetsToLL_M_50                                     Bkg           263.035383      177.940563       36.854219       36.813097
  Data                                                Data         7429.000000     7481.000000       86.191647       86.492774
  ST_s-channel_4f_leptonDecays                        Bkg             0.057021        0.199637        0.145543        0.125011
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             0.275633        0.597008        0.161898        0.182775
  ST_t-channel_top_4f_InclusiveDecays                 Bkg             0.889311        0.576440        0.216970        0.194795
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg           138.509536      125.946879        4.045944        3.842981
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           128.571983      130.735807        3.824716        3.842443
  TTWJetsToLNu                                        Bkg             5.460924        5.764106        0.165799        0.165464
  TTWJetsToQQ                                         Bkg             4.482323        4.860274        0.688988        0.675147
  TTZToLLNuNu                                         Bkg             4.854189        4.879761        0.132166        0.132392
  TTZToQQ                                             Bkg             6.935370        6.627775        0.083735        0.083204
  TTbar_AllHadronic                                   Bkg             0.064831        0.000000        0.064831        0.000000
  TTbar_SemiLeptonic                                  Bkg            43.214793       39.004241        1.541884        1.454940
  TTbar_Signal                                        Signal       7874.373722     7851.333327       19.003815       18.987260
  WJetsToLNu                                          Bkg             0.000000        0.000000        0.000000        0.000000
  ZZ                                                  Bkg             3.487761        3.167132        0.926385        0.921748

# ===== O13 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O13  7431.000000  7479.000000  1138.995350  0.507243  0.492757  54.260837  58.761932  0.009047  19520.000000  0.001042
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg            32.661063        6.195604       38.962431       45.801108
  DYJetsToLL_M_50                                     Bkg           218.000954      222.974993       37.319325       36.341512
  Data                                                Data         7431.000000     7479.000000       86.203248       86.481212
  ST_s-channel_4f_leptonDecays                        Bkg             0.329019       -0.072360        0.125916        0.144760
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             0.344159        0.528482        0.175269        0.169996
  ST_t-channel_top_4f_InclusiveDecays                 Bkg             0.989573        0.476178        0.228229        0.181473
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg           132.589216      131.867199        3.940910        3.950620
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           127.726649      131.581141        3.808401        3.858614
  TTWJetsToLNu                                        Bkg             5.599980        5.625050        0.165843        0.165420
  TTWJetsToQQ                                         Bkg             4.161705        5.180892        0.702207        0.661388
  TTZToLLNuNu                                         Bkg             5.002394        4.731555        0.132936        0.131619
  TTZToQQ                                             Bkg             6.760257        6.802889        0.083258        0.083681
  TTbar_AllHadronic                                   Bkg             0.064831        0.000000        0.064831        0.000000
  TTbar_SemiLeptonic                                  Bkg            41.625283       40.593752        1.514303        1.483625
  TTbar_Signal                                        Signal       7871.046483     7854.660566       19.005875       18.985199
  WJetsToLNu                                          Bkg             0.000000        0.000000        0.000000        0.000000
  ZZ                                                  Bkg             1.892371        4.762522        0.677863        1.117277

