# ===== O1 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O1  56479.000000  56430.000000  7787.629949  0.486455  0.513545  118.206549  146.773308  0.067447  19520.000000  0.000619
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  TTZToQQ                                             Bkg            48.091887       48.436066        0.223536        0.223607
  TTbar_AllHadronic                                   Bkg             1.047766        0.886290        0.274033        0.270706
  TTbar_SemiLeptonic                                  Bkg           574.425363      579.870186        5.570535        5.596531
  TTbar_Signal                                        Signal      58632.468571    58605.510380       51.840939       51.824660
  WJetsToLNu                                          Bkg             0.000000      139.562831        0.000000      100.721037
  WW                                                  Bkg            24.271961       20.752235        1.984479        1.796996
  WZ                                                  Bkg             4.072575        6.007113        0.712855        0.876819
  ZZ                                                  Bkg            10.468883       10.260351        1.667401        1.602019

# ===== O11 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O11  56102.000000  56807.000000  7787.629949  0.516019  0.483981  142.839337  122.931346  0.067447  19520.000000  -0.000190
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg           321.113188      219.238364       89.293898       80.321415
  DYJetsToLL_M_50                                     Bkg           809.989831      721.678220       71.376740       72.837212
  Data                                                Data        56102.000000    56807.000000      236.858608      238.342191
  ST_s-channel_4f_leptonDecays                        Bkg             3.416775        3.178899        0.489586        0.493767
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             6.423072        6.402787        0.638182        0.626077
  ST_t-channel_top_4f_InclusiveDecays                 Bkg             9.223685       10.273833        0.705324        0.747361
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg          1015.236041      987.178426       10.926886       10.771553
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           991.454287      993.330585       10.583992       10.594336
  TTWJetsToLNu                                        Bkg            42.877525       42.446486        0.452109        0.450796
  TTWJetsToQQ                                         Bkg            34.432734       35.059204        1.794221        1.833253
  TTZToLLNuNu                                         Bkg            33.827757       32.694741        0.342716        0.342072
  TTZToQQ                                             Bkg            48.173842       48.354111        0.223452        0.223691
  TTbar_AllHadronic                                   Bkg             1.039236        0.894821        0.291834        0.251413
  TTbar_SemiLeptonic                                  Bkg           578.688690      575.606859        5.591652        5.575432
  TTbar_Signal                                        Signal      58607.872219    58630.106732       51.826074       51.839526
  WJetsToLNu                                          Bkg            84.026335       55.536496       84.026335       55.536496
  WW                                                  Bkg            22.911321       22.112875        1.900936        1.885151
  WZ                                                  Bkg             4.892237        5.187451        0.812888        0.784975
  ZZ                                                  Bkg            10.839820        9.889414        1.683075        1.585544

# ===== O12 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O12  56382.000000  56527.000000  7787.629949  0.518660  0.481340  143.950848  121.627898  0.067447  19520.000000  0.000157
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg           370.912345      169.439207       91.059809       78.313736
  DYJetsToLL_M_50                                     Bkg           790.244509      741.423542       71.386351       72.827793
  Data                                                Data        56382.000000    56527.000000      237.448942      237.754075
  ST_s-channel_4f_leptonDecays                        Bkg             3.070397        3.525278        0.480275        0.502827
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             5.647903        7.177956        0.608059        0.655372
  ST_t-channel_top_4f_InclusiveDecays                 Bkg            10.055937        9.441582        0.725810        0.727482
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg          1007.497794      994.916672       10.879228       10.819685
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           992.536033      992.248839       10.595039       10.583289
  TTWJetsToLNu                                        Bkg            42.592312       42.731699        0.451093        0.451813
  TTWJetsToQQ                                         Bkg            36.422812       33.069126        1.874847        1.750713
  TTZToLLNuNu                                         Bkg            33.329651       33.192847        0.342221        0.342567
  TTZToQQ                                             Bkg            48.324226       48.203727        0.223539        0.223604
  TTbar_AllHadronic                                   Bkg             0.827264        1.106793        0.249839        0.293182
  TTbar_SemiLeptonic                                  Bkg           575.805769      578.489781        5.572399        5.594674
  TTbar_Signal                                        Signal      58628.215913    58609.763038       51.832593       51.833008
  WJetsToLNu                                          Bkg            84.026335       55.536496       84.026335       55.536496
  WW                                                  Bkg            21.588303       23.435892        1.827513        1.956412
  WZ                                                  Bkg             5.754787        4.324901        0.857595        0.735869
  ZZ                                                  Bkg            10.497023       10.232211        1.645347        1.624662

# ===== O13 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O13  56284.000000  56625.000000  7787.629949  0.523027  0.476973  156.458220  105.052451  0.067447  19520.000000  0.000866
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg           333.445751      206.905802       94.099747       74.633556
  DYJetsToLL_M_50                                     Bkg           794.888112      736.779939       72.150599       72.070726
  Data                                                Data        56284.000000    56625.000000      237.242492      237.960081
  ST_s-channel_4f_leptonDecays                        Bkg             3.728190        2.867484        0.505163        0.477818
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             5.921087        6.904772        0.611762        0.651917
  ST_t-channel_top_4f_InclusiveDecays                 Bkg            10.162754        9.334765        0.744926        0.707895
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg          1009.879974      992.534492       10.892169       10.806657
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           997.483581      987.301291       10.609164       10.569129
  TTWJetsToLNu                                        Bkg            42.569001       42.755010        0.450647        0.452258
  TTWJetsToQQ                                         Bkg            35.237255       34.254682        1.829967        1.797572
  TTZToLLNuNu                                         Bkg            32.946066       33.576432        0.341687        0.343099
  TTZToQQ                                             Bkg            48.307898       48.220055        0.223418        0.223724
  TTbar_AllHadronic                                   Bkg             0.966140        0.967917        0.274522        0.270210
  TTbar_SemiLeptonic                                  Bkg           583.014228      571.281321        5.615756        5.551152
  TTbar_Signal                                        Signal      58669.768411    58568.210540       51.855949       51.809641
  WJetsToLNu                                          Bkg           139.562831        0.000000      100.721037        0.000000
  WW                                                  Bkg            21.116813       23.907383        1.841518        1.943236
  WZ                                                  Bkg             4.609477        5.470211        0.742579        0.851791
  ZZ                                                  Bkg             9.300830       11.428405        1.524755        1.738336

